Origin Station,Origin Station Number,Origin Latitude,Origin Longitude,Origin Constituency,Origin District,Destination Station,Destination Station Number,Destination Latitude,Destination Longitude,Destination Constituency,Destination District,Total Travel Time (mins),Total Distance (km),Fare (HKD),No. of Stations,Full Route
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tsuen Wan West,114,22.368055,114.10954,Tsuen Wan Northwest,Tsuen Wan,36,20.137634772578938,18.7,12,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Kam Sheung Road,115,22.434474,114.063342,Yuen Long Rural East,Yuen Long,42,29.05016711975825,29.3,13,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Yuen Long,116,22.446091,114.034873,Yuen Long Town Centre,Yuen Long,46,32.5637629105064,30.2,14,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Long Ping,117,22.447692,114.025324,Yuen Long Town Centre,Yuen Long,48,33.62367357612719,30.2,15,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tin Shui Wai,118,22.447663,114.004011,Tin Shui Wai South and Ping Ha,Yuen Long,50,35.90954099537458,30.2,16,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Siu Hong,119,22.411857,113.978954,Tuen Mun North,Tuen Mun,55,40.90657130538947,30.2,17,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tuen Mun,120,22.394235,113.97338,Tuen Mun East,Tuen Mun,57,42.844325394758904,30.2,18,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tung Chung,43,22.289523,113.941559,Islands,Islands,49,34.94528082868706,27.9,14,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,31,13.365789992037715,15.8,11,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,25,8.254572796215701,13.2,9,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Po Lam,52,22.322602,114.257973,Tseung Kwan O North,Sai Kung,21,10.500487712224366,15.8,8,Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Hang Hau,51,22.315808,114.264497,Tseung Kwan O North,Sai Kung,19,9.432078906194901,13.2,7,Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tseung Kwan O,50,22.307709,114.26013,Tseung Kwan O South,Sai Kung,16,8.226117170462384,13.2,6,Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,LOHAS Park,57,22.295251,114.270387,Sai Kung and Hang Hau,Sai Kung,22,8.226117170462384,15.8,7,Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tsuen Wan,25,22.373621,114.117286,Tsuen Wan Northwest,Tsuen Wan,40,17.362955872974908,15.8,15,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tai Wo Hau,24,22.370972,114.125488,Tsuen Wan Southeast,Tsuen Wan,39,16.53097745533586,15.8,14,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Kwai Hing,23,22.363243,114.131078,Kwai Chung West,Kwai Tsing,36,15.243902767975541,15.8,13,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong -> Kwai Hing
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Kwai Fong,22,22.356754,114.127468,Kwai Chung East,Kwai Tsing,35,14.461750782948984,15.8,12,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Lai Chi Kok,19,22.337225,114.148362,Sham Shui Po West,Sham Shui Po,28,11.811898108146698,15.8,13,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Cheung Sha Wan,18,22.335707,114.15709,Sham Shui Po West,Sham Shui Po,26,10.820447298965059,15.8,12,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Sham Shui Po,17,22.330735,114.162315,Sham Shui Po East,Sham Shui Po,24,9.9771833036323,15.8,11,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Jordan,4,22.304651,114.171633,Yau Tsim Mong South,Yau Tsim Mong,16,6.86687720174159,13.2,7,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Tsim Sha Tsui,3,22.297048,114.173688,Yau Tsim Mong South,Yau Tsim Mong,14,5.882853163531144,13.2,6,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Ocean Park,86,22.248669,114.174556,Southern District Southeast,Southern,18,7.4443980405627315,7.4,6,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Wong Chuk Hang,87,22.248018,114.167896,Southern District Southeast,Southern,20,8.124930033095808,7.4,7,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,Lei Tung,88,22.241898,114.156172,Southern District Southeast,Southern,22,9.566985038261297,9.2,8,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,South Horizons,89,22.24275,114.148912,Southern District Southeast,Southern,24,10.458015466850481,9.2,9,Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,47,38.469493766960724,110.0,10,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Tsing Yi -> Airport -> AsiaWorld-Expo
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Airport,47,22.316453,113.936495,Islands,Islands,43,37.332890657268194,110.0,9,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Tsing Yi -> Airport
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Tsing Yi,46,22.358743,114.107738,Tsing Yi,Kwai Tsing,33,15.010078186345666,15.8,11,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Kowloon,45,22.304403,114.161569,Yau Tsim Mong South,Yau Tsim Mong,21,6.142296523039141,13.2,7,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Hong Kong,44,22.284753,114.158142,Central,Central and Western,16,3.560504997168298,5.9,6,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Sunny Bay,54,22.331886,114.028907,Tsuen Wan Northwest,Tsuen Wan,41,23.83210055937987,22.2,12,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Disneyland Resort,55,22.315103,114.044636,Tsuen Wan Northwest,Tsuen Wan,47,26.90394152240262,27.9,13,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay -> Disneyland Resort
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Lo Wu,76,22.528285,114.113992,Robin’s Nest,North,54,36.794986191350944,54.4,17,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lo Wu
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Sheung Shui,75,22.501357,114.12805,Robin’s Nest,North,50,36.794986191350944,24.5,16,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Fanling,74,22.49195,114.13883,Wu Tip Shan,North,48,35.31036569165286,24.5,15,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Tai Wo,73,22.451089,114.161591,Tai Po South,Tai Po,43,29.149234036746417,23.0,14,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Tai Po Market,72,22.444009,114.170195,Tai Po South,Tai Po,41,27.88376687020868,23.0,13,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,University,71,22.413821,114.209425,Sha Tin West,Sha Tin,35,21.545041252299644,20.9,12,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Fo Tan,69,22.395133,114.198069,Sha Tin West,Sha Tin,32,18.969025920817064,19.9,11,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Sha Tin,68,22.382212,114.187909,Sha Tin West,Sha Tin,29,17.176974786790183,19.5,10,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Tai Wai,67,22.372862,114.177802,Sha Tin South,Sha Tin,27,15.743250428951733,19.5,9,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Kowloon Tong,8,22.336818,114.175469,Sham Shui Po East,Sham Shui Po,23,11.323532887552037,15.8,8,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Mong Kok East,65,22.322195,114.171885,Yau Tsim Mong North,Yau Tsim Mong,20,9.52461422898827,15.8,7,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Hung Hom,64,22.302517,114.181091,Yau Tsim Mong South,Yau Tsim Mong,17,7.113304151948813,14.8,6,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Exhibition Centre,94,22.281667,114.175278,Wan Chai,Wan Chai,13,4.099129012745592,4.9,5,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Admiralty,2,22.278752,114.164826,Central,Central and Western,7,2.941086070063389,5.9,4,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Lok Ma Chau,78,22.515966,114.069736,Yuen Long Rural East,Yuen Long,60,44.169357750495635,54.4,17,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Chai Wan,37,22.264415,114.237278,Chai Wan,Eastern,16,7.686081516351954,9.2,9,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Heng Fa Chuen,36,22.276995,114.24011,Chai Wan,Eastern,14,6.20192251867735,9.2,8,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Shau Kei Wan,35,22.279516,114.229107,Hong Wan,Eastern,12,4.897407733183651,7.4,7,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Sai Wan Ho,34,22.282112,114.222075,Hong Wan,Eastern,10,4.174605222900309,7.4,6,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Tai Koo,33,22.285448,114.215949,Hong Wan,Eastern,8,3.421080207731424,5.9,5,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Quarry Bay,32,22.289583,114.208235,Tai Pak,Eastern,6,2.4838060777288495,5.9,4,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,North Point,31,22.291469,114.200488,Tai Pak,Eastern,4,1.5434101582032826,4.9,3,Tin Hau -> Fortress Hill -> North Point
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,3,0.6217236188698454,4.9,2,Tin Hau -> Fortress Hill
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Causeway Bay,28,22.2797,114.183429,Wan Chai,Wan Chai,3,0.881303410524434,4.9,2,Tin Hau -> Causeway Bay
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Wan Chai,27,22.277441,114.172207,Wan Chai,Wan Chai,5,2.0635026123263893,4.9,3,Tin Hau -> Causeway Bay -> Wan Chai
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Central,1,22.283041,114.158753,Central,Central and Western,9,3.560504997168298,5.9,5,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Sheung Wan,26,22.286863,114.152831,Central,Central and Western,11,4.3815395820337075,5.9,6,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Sai Ying Pun,81,22.285652,114.142704,Western,Central and Western,13,5.4589220007584585,7.4,7,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,HKU,82,22.283665,114.135716,Central,Central and Western,14,6.2769839734174395,7.4,8,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Kennedy Town,83,22.281119,114.128817,Western,Central and Western,16,7.094327476258818,7.4,9,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Tiu Keng Leng,49,22.304225,114.252389,Tseung Kwan O South,Sai Kung,16,7.9692136845604065,13.2,6,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Yau Tong,48,22.29809,114.237063,Kwun Tong Southeast,Kwun Tong,13,5.821413750268179,13.2,5,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Lam Tin,38,22.307158,114.233168,Kwun Tong Central,Kwun Tong,17,6.918401097647556,13.2,6,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Kwun Tong,15,22.312319,114.22657,Kwun Tong Central,Kwun Tong,18,7.818646784523333,13.2,7,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Ngau Tau Kok,14,22.315669,114.218819,Kwun Tong Central,Kwun Tong,20,8.664150328504359,13.2,8,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Kowloon Bay,13,22.323267,114.214248,Kwun Tong West,Kwun Tong,22,9.81768323033338,13.2,9,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Choi Hung,12,22.334898,114.208546,Wong Tai Sin East,Wong Tai Sin,25,11.21952727488114,13.2,10,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Diamond Hill,11,22.340167,114.200483,Wong Tai Sin East,Wong Tai Sin,27,12.23604746946156,15.8,11,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Wong Tai Sin,10,22.341651,114.192597,Wong Tai Sin East,Wong Tai Sin,29,13.030368945309958,15.8,12,Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Lok Fu,9,22.338009,114.187697,Wong Tai Sin West,Wong Tai Sin,28,11.601227719993814,15.8,12,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Shek Kip Mei,7,22.331998,114.169571,Sham Shui Po East,Sham Shui Po,24,9.241821820300427,13.2,10,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Shek Kip Mei
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,20,8.360890694069957,13.2,9,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,19,7.831259349588566,13.2,8,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,17,7.132774319782115,13.2,7,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Ho Man Tin,84,22.309521,114.182839,Kowloon City South,Kowloon City,21,8.955037765415392,13.2,8,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Ho Man Tin
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Whampoa,85,22.305079,114.189438,Kowloon City South,Kowloon City,24,9.826473140161314,13.2,9,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Ho Man Tin -> Whampoa
Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,Wu Kai Sha,103,22.429473,114.243664,Sha Tin North,Sha Tin,49,25.826115943689455,22.9,17,Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
