Origin Station,Origin District,Destination Station,Destination District,Route Travel Time (mins),Fare (HKD),Full Route
Sai Wan Ho,Eastern,City One,Sha Tin,45,20.4,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One
Sai Wan Ho,Eastern,Sha Tin Wai,Sha Tin,43,20.4,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai
Sai Wan Ho,Eastern,Che Kung Temple,Sha Tin,41,20.4,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple
Sai Wan Ho,Eastern,Hin Keng,Sha Tin,37,19.5,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng
Sai Wan Ho,Eastern,Kai Tak,Kowloon City,35,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak
Sai Wan Ho,Eastern,Sung Wong Toi,Kowloon City,35,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi
Sai Wan Ho,Eastern,To Kwa Wan,Kowloon City,33,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Ho Man Tin -> To Kwa Wan
Sai Wan Ho,Eastern,East Tsim Sha Tsui,Yau Tsim Mong,30,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui
Sai Wan Ho,Eastern,Austin,Yau Tsim Mong,33,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin
Sai Wan Ho,Eastern,Nam Cheong,Sham Shui Po,35,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong
Sai Wan Ho,Eastern,Mei Foo,Sham Shui Po,37,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok -> Mei Foo
Sai Wan Ho,Eastern,Tsuen Wan West,Tsuen Wan,44,18.7,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West
Sai Wan Ho,Eastern,Kam Sheung Road,Yuen Long,50,29.3,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road
Sai Wan Ho,Eastern,Yuen Long,Yuen Long,53,30.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long
Sai Wan Ho,Eastern,Long Ping,Yuen Long,55,30.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
Sai Wan Ho,Eastern,Tin Shui Wai,Yuen Long,58,30.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
Sai Wan Ho,Eastern,Siu Hong,Tuen Mun,62,30.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
Sai Wan Ho,Eastern,Tuen Mun,Tuen Mun,65,30.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> East Tsim Sha Tsui -> Austin -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
Sai Wan Ho,Eastern,Tung Chung,Islands,56,27.9,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
Sai Wan Ho,Eastern,Lai King,Kwai Tsing,38,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King
Sai Wan Ho,Eastern,Olympic,Yau Tsim Mong,33,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic
Sai Wan Ho,Eastern,Po Lam,Sai Kung,23,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
Sai Wan Ho,Eastern,Hang Hau,Sai Kung,21,13.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
Sai Wan Ho,Eastern,Tseung Kwan O,Sai Kung,19,13.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
Sai Wan Ho,Eastern,LOHAS Park,Sai Kung,25,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
Sai Wan Ho,Eastern,Tsuen Wan,Tsuen Wan,48,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
Sai Wan Ho,Eastern,Tai Wo Hau,Tsuen Wan,46,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
Sai Wan Ho,Eastern,Kwai Hing,Kwai Tsing,44,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong -> Kwai Hing
Sai Wan Ho,Eastern,Kwai Fong,Kwai Tsing,42,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Kwai Fong
Sai Wan Ho,Eastern,Lai Chi Kok,Sham Shui Po,35,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan -> Lai Chi Kok
Sai Wan Ho,Eastern,Cheung Sha Wan,Sham Shui Po,33,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po -> Cheung Sha Wan
Sai Wan Ho,Eastern,Sham Shui Po,Sham Shui Po,32,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Sham Shui Po
Sai Wan Ho,Eastern,Jordan,Yau Tsim Mong,24,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan
Sai Wan Ho,Eastern,Tsim Sha Tsui,Yau Tsim Mong,22,15.8,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui
Sai Wan Ho,Eastern,Ocean Park,Southern,25,9.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park
Sai Wan Ho,Eastern,Wong Chuk Hang,Southern,27,9.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang
Sai Wan Ho,Eastern,Lei Tung,Southern,30,9.2,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
Sai Wan Ho,Eastern,South Horizons,Southern,32,11.0,Sai Wan Ho -> Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Tai Koo,Eastern,AsiaWorld-Expo,Islands,54,110.0,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Tsing Yi -> Airport -> AsiaWorld-Expo
Tai Koo,Eastern,Airport,Islands,51,110.0,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Tsing Yi -> Airport
Tai Koo,Eastern,Tsing Yi,Kwai Tsing,40,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi
Tai Koo,Eastern,Kowloon,Yau Tsim Mong,29,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon
Tai Koo,Eastern,Hong Kong,Central and Western,24,7.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong
Tai Koo,Eastern,Sunny Bay,Tsuen Wan,48,24.3,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay
Tai Koo,Eastern,Disneyland Resort,Tsuen Wan,55,27.9,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Hong Kong -> Kowloon -> Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay -> Disneyland Resort
Tai Koo,Eastern,Lo Wu,North,61,54.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lo Wu
Tai Koo,Eastern,Sheung Shui,North,57,24.5,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui
Tai Koo,Eastern,Fanling,North,55,24.5,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling
Tai Koo,Eastern,Tai Wo,Tai Po,50,23.0,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo
Tai Koo,Eastern,Tai Po Market,Tai Po,48,23.0,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
Tai Koo,Eastern,University,Sha Tin,43,20.9,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University
Tai Koo,Eastern,Fo Tan,Sha Tin,39,19.9,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan
Tai Koo,Eastern,Sha Tin,Sha Tin,37,19.5,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin
Tai Koo,Eastern,Tai Wai,Sha Tin,35,19.5,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai
Tai Koo,Eastern,Kowloon Tong,Sham Shui Po,30,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong
Tai Koo,Eastern,Mong Kok East,Yau Tsim Mong,28,17.0,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East
Tai Koo,Eastern,Hung Hom,Yau Tsim Mong,24,17.0,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom
Tai Koo,Eastern,Exhibition Centre,Wan Chai,21,7.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre
Tai Koo,Eastern,Admiralty,Central and Western,15,7.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty
Tai Koo,Eastern,Lok Ma Chau,Yuen Long,67,54.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
Tai Koo,Eastern,Chai Wan,Eastern,9,5.9,Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
Tai Koo,Eastern,Heng Fa Chuen,Eastern,6,5.9,Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
Tai Koo,Eastern,Shau Kei Wan,Eastern,4,4.9,Tai Koo -> Sai Wan Ho -> Shau Kei Wan
Tai Koo,Eastern,Sai Wan Ho,Eastern,3,4.9,Tai Koo -> Sai Wan Ho
Tai Koo,Eastern,Quarry Bay,Eastern,3,4.9,Tai Koo -> Quarry Bay
Tai Koo,Eastern,North Point,Eastern,5,4.9,Tai Koo -> Quarry Bay -> North Point
Tai Koo,Eastern,Fortress Hill,Eastern,7,5.9,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill
Tai Koo,Eastern,Tin Hau,Wan Chai,8,5.9,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau
Tai Koo,Eastern,Causeway Bay,Wan Chai,10,7.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay
Tai Koo,Eastern,Wan Chai,Wan Chai,13,7.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai
Tai Koo,Eastern,Central,Central and Western,17,7.4,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central
Tai Koo,Eastern,Sheung Wan,Central and Western,19,9.2,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan
Tai Koo,Eastern,Sai Ying Pun,Central and Western,20,9.2,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun
Tai Koo,Eastern,HKU,Central and Western,22,9.2,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Tai Koo,Eastern,Kennedy Town,Central and Western,23,9.2,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Tai Koo,Eastern,Tiu Keng Leng,Sai Kung,15,13.2,Tai Koo -> Quarry Bay -> Yau Tong -> Tiu Keng Leng
Tai Koo,Eastern,Yau Tong,Kwun Tong,12,10.6,Tai Koo -> Quarry Bay -> Yau Tong
Tai Koo,Eastern,Lam Tin,Kwun Tong,16,10.6,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin
Tai Koo,Eastern,Kwun Tong,Kwun Tong,17,10.6,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong
Tai Koo,Eastern,Ngau Tau Kok,Kwun Tong,19,10.6,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok
Tai Koo,Eastern,Kowloon Bay,Kwun Tong,21,13.2,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay
Tai Koo,Eastern,Choi Hung,Wong Tai Sin,24,13.2,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung
Tai Koo,Eastern,Diamond Hill,Wong Tai Sin,26,13.2,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill
Tai Koo,Eastern,Wong Tai Sin,Wong Tai Sin,28,13.2,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin
Tai Koo,Eastern,Lok Fu,Wong Tai Sin,30,15.8,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Wong Tai Sin -> Lok Fu
Tai Koo,Eastern,Shek Kip Mei,Sham Shui Po,31,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward -> Shek Kip Mei
Tai Koo,Eastern,Prince Edward,Yau Tsim Mong,28,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok -> Prince Edward
Tai Koo,Eastern,Mong Kok,Yau Tsim Mong,26,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Mong Kok
Tai Koo,Eastern,Yau Ma Tei,Yau Tsim Mong,24,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei
Tai Koo,Eastern,Ho Man Tin,Kowloon City,29,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Ho Man Tin
Tai Koo,Eastern,Whampoa,Kowloon City,31,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Tsim Sha Tsui -> Jordan -> Yau Ma Tei -> Ho Man Tin -> Whampoa
Tai Koo,Eastern,Wu Kai Sha,Sha Tin,55,22.9,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
Tai Koo,Eastern,Ma On Shan,Sha Tin,53,22.9,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
Tai Koo,Eastern,Heng On,Sha Tin,51,22.9,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
Tai Koo,Eastern,Tai Shui Hang,Sha Tin,49,22.9,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang
Tai Koo,Eastern,Shek Mun,Sha Tin,45,20.4,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun
Tai Koo,Eastern,City One,Sha Tin,44,20.4,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One
Tai Koo,Eastern,Sha Tin Wai,Sha Tin,41,20.4,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple -> Sha Tin Wai
Tai Koo,Eastern,Che Kung Temple,Sha Tin,40,20.4,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng -> Tai Wai -> Che Kung Temple
Tai Koo,Eastern,Hin Keng,Sha Tin,35,19.5,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Hin Keng
Tai Koo,Eastern,Kai Tak,Kowloon City,33,13.2,Tai Koo -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong -> Ngau Tau Kok -> Kowloon Bay -> Choi Hung -> Diamond Hill -> Kai Tak
Tai Koo,Eastern,Sung Wong Toi,Kowloon City,33,15.8,Tai Koo -> Quarry Bay -> North Point -> Fortress Hill -> Tin Hau -> Causeway Bay -> Wan Chai -> Admiralty -> Exhibition Centre -> Hung Hom -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi
