name,routeId,Fare,NumOfStops,distance,serviceDistricts,isCircular,start,startDistricts,end,endDistricts,detail
88M,CMPattern_CM_GMBBus_88m_9023,8.3,14,9.501553004,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,香港聯合船塢小巴總站 Hong Kong United Dockyard Minibus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站（不經長青） Kwai Fong Station (omit Cheung Ching)
88M,CMPattern_CM_GMBBus_88m_9028,8.3,28,9.05184816,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,香港聯合船塢小巴總站 Hong Kong United Dockyard Minibus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站（不經長青及新都會廣場） Kwai Fong Station (omit Cheung Ching and Metroplaza)
88M,CMPattern_CM_GMBBus_88m_9029,8.3,16,11.07444358,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,香港聯合船塢小巴總站 Hong Kong United Dockyard Minibus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站（不經新都會廣場） Kwai Fong Station (omit Metroplaza)
401,CMPattern_CM_GMBBus_401_7498,8.2,15,6.75595322,Tsing Yi > Tsuen Wan Southeast > Kwai Chung East,FALSE,長安邨小巴總站 Cheung On Estate Minibus Terminus,Tsing Yi,"石蔭路，近石蔭路第三休憩花園 Shek Yam Road, near Shek Yam Road Rest Garden No. 3",Kwai Chung East,石蔭 Shek Yam
27A,CMPattern_CM_GMBBus_27a_6170,4,7,5.094718855,Southern District Northwest > Southern District Southeast > Southern District Northwest,TRUE,"西安街，利港中心外 Sai On Street, outside Port Centre",Southern District Northwest,"西安街，利港中心外 Sai On Street, outside Port Centre",Southern District Northwest,香港仔西安街 - 鴨脷洲（循環綫） Aberdeen (Sai On Street) - Ap Lei Chau (Circular)
25B,CMPattern_CM_GMBBus_25b_5615,7.9,21,5.383681079,Kowloon City North > Wong Tai Sin West,FALSE,九龍塘沙福道公共交通交滙處 Kowloon Tong Suffolk Road Public Transport Interchange,Kowloon City North,新蒲崗（譽港灣） San Po Kong (The Latitude),Wong Tai Sin West,新蒲崗譽．港灣 San Po Kong (The Latitude)
39M,CMPattern_CM_GMBBus_39m_1_8071,4.8,16,4.439267983,Wong Tai Sin West,TRUE,"樂富邨樂富廣場 Lok Fu Place, Lok Fu Estate",Wong Tai Sin West,"樂富邨樂富廣場 Lok Fu Place, Lok Fu Estate",Wong Tai Sin West,樂富 - 東頭（循環綫） Lok Fu - Tung Tau (Circular)
39M,CMPattern_CM_GMBBus_39m_1_8072,4.8,17,4.970665213,Wong Tai Sin West,TRUE,"樂富邨樂富廣場 Lok Fu Place, Lok Fu Estate",Wong Tai Sin West,"樂富邨樂富廣場 Lok Fu Place, Lok Fu Estate",Wong Tai Sin West,樂富 - 東頭（經培民街）（循環綫） Lok Fu - Tung Tau (via Pui Man Street) (Circular)
88D,CMPattern_CM_GMBBus_88d_9011,5.3,15,5.84043759,Kwai Chung East > Kwai Chung West > Tsing Yi,FALSE,"興寧路，近新都會廣場 Hing Ning Road, near Metroplaza",Kwai Chung East,宏福花園 Tivoli Garden,Tsing Yi,宏福花園 Tivoli Garden
32,CMPattern_CM_GMBBus_32_1_8751,6.4,19,5.134638109,Yuen Long Rural East > Tin Shui Wai South and Ping Ha > Yuen Long Town Centre,FALSE,"丹桂村路，近玉桂園第1座 Tan Kwai Tsuen Road, near Osmanthus Gardens Block 1",Yuen Long Rural East,元朗站（北）公共運輸交滙處 Yuen Long Station (North) Public Transport Interchange,Yuen Long Town Centre,元朗站北公共運輸交滙處 Yuen Long Station (North) Public Transport Interchange
27A,CMPattern_CM_GMBBus_27a_1_7549,9.2,16,8.926282749,Tai Po South > Sha Tin West,FALSE,白石角（天賦海灣）小巴總站 Pak Shek Kok (Providence Bay) Minibus Terminus,Tai Po South,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,沙田排頭街 Sha Tin (Pai Tau Street)
27A,CMPattern_CM_GMBBus_27a_1_7551,9.2,15,8.817198575,Tai Po South > Sha Tin West,FALSE,白石角（天賦海灣）小巴總站 Pak Shek Kok (Providence Bay) Minibus Terminus,Tai Po South,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,沙田排頭街（經科技大道西） Sha Tin (Pai Tau Street) (via Science Park West Avenue)
36,CMPattern_CM_GMBBus_36_8768,9,17,7.211534969,Yuen Long Town Centre > Yuen Long Rural East,FALSE,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,大生圍村公所小巴總站 Tai Sang Wai Village Office Minibus Terminus,Yuen Long Rural East,大生圍村公所 Tai Shang Wai Rural Office
116,CMPattern_CM_GMBBus_116_10070,8.2,12,6.648537234,Sai Kung and Hang Hau > Tseung Kwan O South > Tseung Kwan O North > Sai Kung and Hang Hau,TRUE,消防及救護學院 Fire and Ambulance Services Academy,Sai Kung and Hang Hau,消防及救護學院 Fire and Ambulance Services Academy,Sai Kung and Hang Hau,百勝角 - 將軍澳站 （循環綫） Pak Shing Kok - Tseung Kwan O Station (Circular)
25A,CMPattern_CM_GMBBus_25a_1_8742,6.7,14,5.306122459,Tai Po South > Tai Po North > Tai Po South,FALSE,南華莆遊樂場 Nam Wah Po Playground,Tai Po South,大埔墟（靖遠街）總站 Tai Po Market (Tsing Yuen Street) Terminus,Tai Po South,大埔墟 Tai Po Market
56K,CMPattern_CM_GMBBus_56k_6202,10.5,17,7.389056858,Robin’s Nest > Wu Tip Shan,FALSE,"沙頭角公路，萬屋邊 Sha Tau Kok Road, Man Uk Pin",Robin’s Nest,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
43M,CMPattern_GMBBus43M_5871,4.5,8,3.113899684,Yau Tsim Mong North > Yau Tsim Mong South > Yau Tsim Mong North,TRUE,旺角柏景灣總站 Mong Kok (Park Avenue) Bus Terminus,Yau Tsim Mong North,旺角柏景灣總站 Mong Kok (Park Avenue) Bus Terminus,Yau Tsim Mong North,旺角柏景灣 - 油麻地站（循環綫） Mong Kok (Park Avenue) - Yau Ma Tei Station (Circular)
43M,CMPattern_GMBBus43M_5873,4.5,9,3.843802764,Yau Tsim Mong North > Yau Tsim Mong South > Yau Tsim Mong North,TRUE,旺角柏景灣總站 Mong Kok (Park Avenue) Bus Terminus,Yau Tsim Mong North,旺角柏景灣總站 Mong Kok (Park Avenue) Bus Terminus,Yau Tsim Mong North,旺角柏景灣 - 油麻地站（循環綫） Mong Kok (Park Avenue) - Yau Ma Tei Station (Circular)
72,CMPattern_CM_GMBBus_72_8438,7.5,18,5.665458535,Sham Shui Po East > Kowloon City North > Wong Tai Sin West > Wong Tai Sin East,FALSE,"達之路，又一城地面 Tat Chee Avenue, Ground Floor of The Festival Walk",Sham Shui Po East,宏景花園小巴總站 Grand View Garden Minibus Terminus,Wong Tai Sin East,宏景花園 Grand View Garden
88D,CMPattern_CM_GMBBus_88d_9010,5.3,15,5.925390687,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,宏福花園 Tivoli Garden,Tsing Yi,"興寧路，近新都會廣場 Hing Ning Road, near Metroplaza",Kwai Chung East,葵芳站 Kwai Fong Station
27A,CMPattern_CM_GMBBus_27a_1_7550,9.2,12,9.196174382,Sha Tin West > Tai Po South,FALSE,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,白石角（天賦海灣）小巴總站 Pak Shek Kok (Providence Bay) Minibus Terminus,Tai Po South,白石角天賦海灣 Pak Shek Kok (Providence Bay)
27A,CMPattern_CM_GMBBus_27a_1_7552,9.2,13,9.055184079,Sha Tin West > Tai Po South,FALSE,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,白石角（天賦海灣）小巴總站 Pak Shek Kok (Providence Bay) Minibus Terminus,Tai Po South,白石角天賦海灣（經科技大道西） Pak Shek Kok (Providence Bay) (via Science Park West Avenue)
51K,CMPattern_CM_GMBBus_51k_5983,6.7,13,6.047979098,Robin’s Nest,FALSE,"河上鄉排峰路，居石侯公祠外 Ho Sheung Heung Pai Tau Road, Kui Shek Hau Ancestral Hall",Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 Sheung Shui Station
23M,CMPattern_GMBBus23M_1_3749,7.1,16,5.184168016,Southern District Northwest > Western,FALSE,"置富徑，置富花園 Chi Fu Close, Chi Fu Fa Yuen",Southern District Northwest,堅尼地城站 Kennedy Town Station,Western,堅尼地城站 Kennedy Town Station
72,CMPattern_CM_GMBBus_72_1_8971,8.7,26,12.1500131,Yuen Long Rural East > Yuen Long Town Centre,FALSE,雷公田村 Lui Kung Tin Tsuen,Yuen Long Rural East,元朗泰衡街 Yuen Long Tai Hang Street,Yuen Long Town Centre,元朗元朗泰衡街 Yuen Long (Yuen Long Tai Hang Street)
25M,CMPattern_CM_GMBBus_25m_7978,6.9,18,4.803398568,Kowloon City North > Wong Tai Sin West,FALSE,九龍塘沙福道公共交通交滙處 Kowloon Tong Suffolk Road Public Transport Interchange,Kowloon City North,"東隆道，近東頭（二）邨街市及熟食檔 Tung Lung Road, near Tung Tau (II) Estate Market & Cooked Food Stalls",Wong Tai Sin West,東頭邨東隆道 Tung Tau Estate (Tung Lung Road)
51B,CMPattern_CM_GMBBus_51b_5981,8.6,10,5.412826782,Robin’s Nest,FALSE,馬草壟展能運動村 Ma Tso Lung (outside Community Sports Limited),Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 Sheung Shui Station
35,CMPattern_CM_GMBBus_35_1_7691,4.4,19,4.044650525,Kwun Tong West > Kwun Tong Central,FALSE,"彩禧路，近彩霞邨彩月樓 Choi Hei Road, near Choi Yuet House, Choi Ha Estate",Kwun Tong West,"康利道，近聖傑靈女子中學 Hong Lee Road, near St. Catharine's School For Girls Kwun Tong",Kwun Tong Central,康利苑 Hong Lee Court
34S,CMPattern_CM_GMBBus_34s_7775,4.1,13,4.381497562,Kwun Tong North > Kwun Tong Central > Kwun Tong North > Kwun Tong Central > Kwun Tong North,TRUE,"曉光街，近秀茂坪道／曉光街休憩處 Hiu Kwong Street, near Sau Mau Ping Road / Hiu Kwong Street Sitting-Out Area",Kwun Tong North,"曉光街，近秀茂坪道／曉光街休憩處 Hiu Kwong Street, near Sau Mau Ping Road / Hiu Kwong Street Sitting-Out Area",Kwun Tong North,秀茂坪上巴士總站 - 觀塘裕民坊（循環綫） Sau Mau Ping (Upper) Bus Terminus - Kwun Tong (Yue Man Square) (Circular)
78,CMPattern_CM_GMBBus_78_5996,9.7,26,15.71491429,Yuen Long Rural East,FALSE,落馬洲（新田）公共運輸交滙處 Lok Ma Chau (San Tin) Public Transport Interchange,Yuen Long Rural East,"八鄉路近大欖巴士轉車站 Pat Heung Road, near Tai Lam Bus-Bus Interchange",Yuen Long Rural East,八鄉路近大欖巴士轉車站 Pat Heung Road (near Tai Lam Bus-Bus Interchange)
78,CMPattern_CM_GMBBus_78_5998,9.7,26,17.05294293,Yuen Long Rural East,FALSE,落馬洲管制站 Lok Ma Chau Control Point,Yuen Long Rural East,"八鄉路近大欖巴士轉車站 Pat Heung Road, near Tai Lam Bus-Bus Interchange",Yuen Long Rural East,八鄉路近大欖巴士轉車站 Pat Heung Road (near Tai Lam Bus-Bus Interchange)
78,CMPattern_CM_GMBBus_78_6000,9.7,21,15.52529567,Yuen Long Rural East,FALSE,落馬洲（新田）公共運輸交滙處 Lok Ma Chau (San Tin) Public Transport Interchange,Yuen Long Rural East,"八鄉路近大欖巴士轉車站 Pat Heung Road, near Tai Lam Bus-Bus Interchange",Yuen Long Rural East,八鄉路近大欖巴士轉車站（經新田公路） Pat Heung Road (near Tai Lam Bus-Bus Interchange) (via San Tin Highway)
22,CMPattern_CM_GMBBus_22_6121,9.2,25,9.879435526,Central > Southern District Northwest,FALSE,中環（交易廣場） Central (Exchange Square),Central,"利牧徑，薄扶林花園 Claymore Avenue, Pok Fu Lam Garden",Southern District Northwest,薄扶林花園（經堅麗閣） Pok Fu Lam Gardens (via Kennedy Heights)
22,CMPattern_CM_GMBBus_22_6122,9.2,23,9.806382387,Central > Southern District Northwest,FALSE,中環（交易廣場） Central (Exchange Square),Central,"利牧徑，薄扶林花園 Claymore Avenue, Pok Fu Lam Garden",Southern District Northwest,薄扶林花園 Pok Fu Lam Gardens
23K,CMPattern_CM_GMBBus_23k_8726,5.7,14,4.727700699,Tai Po South,TRUE,"碗窰路，新屋家 Wun Yiu Road, San Uk Ka",Tai Po South,"碗窰路，新屋家 Wun Yiu Road, San Uk Ka",Tai Po South,新屋家 - 大埔墟（循環綫） San Uk Ka - Tai Po Market (Circular)
3A,CMPattern_CM_GMBBus_3a_7524,7.6,16,3.789147947,Central,FALSE,"旭龢道，近旭龢道食水配水庫 Kotewall Road, near Kotewall Road Fresh Water Service Reservoir",Central,香港站小巴總站 Hong Kong Station Minibus Terminus,Central,中環香港站公共運輸交滙處 Central (Hong Kong Station Public Transport Interchange)
47E,CMPattern_GMBBus47E_10644,8.2,19,4.450650492,Chai Wan,FALSE,東區尤德夫人那打素醫院主座大樓 Pamela Youde Nethersole Eastern Hospital Main Block,Chai Wan,小西灣第三期 Siu Sai Wan Phase III,Chai Wan,小西灣邨 Siu Sai Wan Estate
20K,CMPattern_CM_GMBBus_20k_8674,7.2,19,7.69559933,Tai Po North > Tai Po South,FALSE,"三門仔路，暉曜花園對面 Sam Mun Tsai Road, Opposite Springdale Garden",Tai Po North,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,大埔墟站 Tai Po Market Station
20K,CMPattern_CM_GMBBus_20k_8677,7.2,10,6.600420188,Tai Po North > Tai Po South,FALSE,"三門仔路，暉曜花園對面 Sam Mun Tsai Road, Opposite Springdale Garden",Tai Po North,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,大埔墟站（經完善路） Tai Po Market Station (via Yuen Shin Road)
20K,CMPattern_CM_GMBBus_20k_8680,7.2,17,8.960886683,Tai Po North > Tai Po South,FALSE,三門仔路，近沙欄路 Sam Mun Tsai Road near Sha Lan Road,Tai Po North,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,大埔墟站 Tai Po Market Station
25A,CMPattern_CM_GMBBus_25a_6247,6.9,14,3.278284405,Wong Tai Sin West > Kowloon City North,FALSE,"東隆道，近東頭（二）邨街市及熟食檔 Tung Lung Road, near Tung Tau (II) Estate Market & Cooked Food Stalls",Wong Tai Sin West,九龍塘沙福道公共交通交滙處 Kowloon Tong Suffolk Road Public Transport Interchange,Kowloon City North,九龍塘沙福道公共交通交滙處 Kowloon Tong (Suffolk Road) Public Transport Interchange
63A,CMPattern_GMBBus63A_1_3866,4.8,14,6.168402918,Southern District Northwest,FALSE,"南寧街，海湖閣外 Nam Ning Street, outside Hoi Wun Court",Southern District Northwest,"南寧街，海湖閣外 Nam Ning Street, outside Hoi Wun Court",Southern District Northwest,香港仔南寧街 - 華富邨（循環綫） Aberdeen (Nam Ning Street) - Wah Fu Estate (Circular)
57K,CMPattern_CM_GMBBus_57k_1_8861,8.5,10,5.5698541,Robin’s Nest,FALSE,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,"蕉徑路，近彭氏宗祠 Tsiu Keng Road, near Pang Temple",Robin’s Nest,蕉徑 Tsiu Keng
308M,CMPattern_GMBBus308M_7383,9.6,22,23.52309755,Tsing Yi > Tsuen Wan Northwest > Tsing Yi,FALSE,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,青衣站小巴總站 Tsing Yi Station GMB Terminus,Tsing Yi,青衣站 - 荃灣浪翠園（經青嶼幹綫訪客中心）（循環綫） Tsing Yi Station - Tsuen Wan (Sea Crest Villa) (via Lantau Link Visitors Centre) (Circular)
35,CMPattern_CM_GMBBus_35_1_7692,4.4,20,3.868178584,Kwun Tong Central > Kwun Tong West,FALSE,"康利道，近聖傑靈女子中學 Hong Lee Road, near St. Catharine's School For Girls Kwun Tong",Kwun Tong Central,"彩禧路，近彩霞邨彩月樓 Choi Hei Road, near Choi Yuet House, Choi Ha Estate",Kwun Tong West,彩霞邨 Choi Ha Estate
37,CMPattern_CM_GMBBus_37_7681,5.8,13,5.327156162,Southern District Southeast,TRUE,"平瀾街，年豐大廈對面 Ping Lan Street, Opposite Ning Fung Mansion",Southern District Southeast,"平瀾街，年豐大廈對面 Ping Lan Street, Opposite Ning Fung Mansion",Southern District Southeast,鴨脷洲平瀾街 - 利東邨（循環綫） Ap Lei Chau (Ping Lan Street) - Lei Tung Estate (Circular)
51K,CMPattern_CM_GMBBus_51k_5982,6.7,12,5.838446551,Robin’s Nest,FALSE,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,"河上鄉排峰路，居石侯公祠外 Ho Sheung Heung Pai Tau Road, Kui Shek Hau Ancestral Hall",Robin’s Nest,河上鄉 Ho Sheung Heung
5M,CMPattern_CM_GMBBus_5m_1_7852,5.3,15,4.005465916,Kowloon City South > Yau Tsim Mong North > Kowloon City South,TRUE,"學餘里，近樂園 Hok Yu Lane, near Happy Court",Kowloon City South,"學餘里，近樂園 Hok Yu Lane, near Happy Court",Kowloon City South,窩打老道山學餘里 - 旺角站（經亞皆老街）（循環綫） Waterloo Hill (Hok Yu Lane) - Mong Kok Station (via Argyle Street) (Circular)
89C,CMPattern_CM_GMBBus_89c_6095,6.1,13,5.07501327,Kwun Tong North > Kwun Tong West,FALSE,安翠街小巴總站 On Chui Street GMB Terminus,Kwun Tong North,牛頭角總站 Ngau Tau Kok Bus Terminus,Kwun Tong West,牛頭角（經秀茂坪南） Ngau Tau Kok (via Sau Mau Ping (South))
89C,CMPattern_CM_GMBBus_89c_6097,6.1,11,4.145562017,Kwun Tong North > Kwun Tong West,FALSE,安翠街小巴總站 On Chui Street GMB Terminus,Kwun Tong North,牛頭角總站 Ngau Tau Kok Bus Terminus,Kwun Tong West,牛頭角 Ngau Tau Kok
73,CMPattern_CM_GMBBus_73_1_6362,6.6,9,5.460810351,Yuen Long Town Centre > Yuen Long Rural East,FALSE,"媽橫路，近朗屏站 Ma Wang Road, near Long Ping Station",Yuen Long Town Centre,元朗（崇山新村）小巴總站 Yuen Long (Sung Shan New Village) Minibus Terminus,Yuen Long Rural East,崇山新村 Sung Shan New Village
609S,CMPattern_CM_GMBBus_609s_7490,5.1,9,7.695250408,Yuen Long Rural East > Yuen Long Town Centre > Yuen Long Rural East,FALSE,朗善邨 Long Shin Estate,Yuen Long Rural East,朗善邨 Long Shin Estate,Yuen Long Rural East,朗善邨 - 元朗市中心（經博愛醫院）（循環綫） Long Shin Estate - Yuen Long Town (via Pok Oi Hospital) (Circular)
13,CMPattern_CM_GMBBus_13_2_7762,6.8,19,7.570863695,Sai Kung and Hang Hau > Tseung Kwan O South > Sai Kung and Hang Hau > Kwun Tong North > Kwun Tong Central > Kwun Tong North > Kwun Tong Central,FALSE,康盛花園小巴總站 Hong Sing Garden Minibus Terminus,Sai Kung and Hang Hau,裕民坊公共運輸交滙處 Yue Man Square Public Transport Interchange,Kwun Tong Central,觀塘裕民坊 Kwun Tong (Yue Man Square)
43M,CMPattern_GMBBus43M_5872,4.5,7,2.769000894,Yau Tsim Mong South > Yau Tsim Mong North,FALSE,"海泓道，富榮花園外 Hoi Wang Road, outside Charming Garden",Yau Tsim Mong South,旺角柏景灣總站 Mong Kok (Park Avenue) Bus Terminus,Yau Tsim Mong North,旺角柏景灣 Mong Kok (Park Avenue)
58,CMPattern_GMBBus58_5881,7.5,12,5.842923752,Southern District Northwest,FALSE,"大口環道，大口環根德公爵夫人兒童醫院 Sandy Bay Road, The Duchess of Kent Children’s Hospital",Southern District Northwest,"湖南街，安泰大廈外 Wu Nam Street, outside On Tai Building",Southern District Northwest,香港仔湖南街 Aberdeen (Wu Nam Street)
23M,CMPattern_GMBBus23M_1_5864,7.1,12,4.370083554,Western > Central > Southern District Northwest,FALSE,堅尼地城站 Kennedy Town Station,Western,"置富徑，置富花園 Chi Fu Close, Chi Fu Fa Yuen",Southern District Northwest,置富花園 Chi Fu Fa Yuen
91A,CMPattern_CM_GMBBus_91a_6408,6.2,22,4.897365436,Kwai Chung West > Kwai Chung East > Kwai Chung West > Kwai Chung East,FALSE,"荔崗街，浩景臺3座對面 Lai Kong Street, Opposite Block 3, Highland Park",Kwai Chung West,"興寧路，近新都會廣場 Hing Ning Road, near Metroplaza",Kwai Chung East,葵芳站 Kwai Fong Station
